Year,Category,Nominee,Additional Info,Won?
1949,Costume Design,Prince of Foxes,Vittorio Nino Novarese,NO
1949,Costume Design,The Adventures of Don Juan,"Leah Rhodes, Travilla, Marjorie Best",YES
1949,Costume Design,Mother Is a Freshman,Kay Nelson,NO
1949,Directing,All the King's Men,Robert Rossen,NO
1949,Directing,Battleground,William A. Wellman,NO
1949,Directing,The Fallen Idol,Carol Reed,NO
1949,Directing,The Heiress,William Wyler,NO
1949,Directing,A Letter to Three Wives,Joseph L. Mankiewicz,YES
1949,Documentary (Feature),Daybreak in Udi,Crown Film Unit,YES
1949,Documentary (Feature),Kenji Comes Home,"Paul F. Heard, Producer",NO
1949,Documentary (Short Subject),A Chance to Live,"Richard de Rochemont, Producer",YES
1949,Documentary (Short Subject),1848,French Cinema General Cooperative,NO
1949,Documentary (Short Subject),The Rising Tide,"St. Francis-Xavier University, Antigonish, Nova Scotia",NO
1949,Documentary (Short Subject),So Much for So Little,"Edward Selzer, Producer",YES
1949,Film Editing,All the King's Men,"Robert Parrish, Al Clark",NO
1949,Film Editing,Battleground,John Dunning,NO
1949,Film Editing,Champion,Harry Gerstad,YES
1949,Film Editing,Sands of Iwo Jima,Richard L. Van Enger,NO
1949,Film Editing,The Window,Frederic Knudtson,NO
1949,Foreign Language Film,To The Bicycle Thief - voted by the Academy Board of Governors as the most outstanding foreign language film released in the United States during 1949.,,YES
1949,Music (Scoring),Beyond the Forest,Max Steiner,NO
1949,Music (Scoring),Champion,Dimitri Tiomkin,NO
1949,Music (Scoring),The Heiress,Aaron Copland,YES
1949,Music (Scoring),Jolson Sings Again,"Morris Stoloff, George Duning",NO
1949,Music (Scoring),Look for the Silver Lining,Ray Heindorf,NO
1949,Music (Scoring),On the Town,"Roger Edens, Lennie Hayton",YES
1949,Music (Song),Neptune's Daughter,Music and Lyrics by Frank Loesser,YES
1949,Music (Song),It's a Great Feeling,Music by Jule Styne; Lyrics by Sammy Cahn,NO
1949,Music (Song),So Dear to My Heart,Music by Eliot Daniel; Lyrics by Larry Morey,NO
1949,Music (Song),My Foolish Heart,Music by Victor Young; Lyrics by Ned Washington,NO
1949,Music (Song),Come to the Stable,Music by Alfred Newman; Lyrics by Mack Gordon,NO
1949,Best Picture,All the King's Men,Robert Rossen Productions,YES
1949,Best Picture,Battleground,Metro-Goldwyn-Mayer,NO
1949,Best Picture,The Heiress,Paramount,NO
1949,Best Picture,A Letter to Three Wives,20th Century-Fox,NO
1949,Best Picture,Twelve O'Clock High,20th Century-Fox,NO
1949,Short Film (Animated),Canary Row,"Edward Selzer, Producer",NO
1949,Short Film (Animated),For Scent-Imental Reasons,"Edward Selzer, Producer",YES
1949,Short Film (Animated),Hatch Up Your Troubles,"Fred Quimby, Producer",NO
1949,Short Film (Animated),The Magic Fluke,"Stephen Bosustow, Producer",NO
1949,Short Film (Animated),Toy Tinkers,"Walt Disney, Producer",NO
1949,Short Film (Live Action),Aquatic House-Party,"Jack Eaton, Producer",YES
1949,Short Film (Live Action),Roller Derby Girl,"Justin Herman, Producer",NO
1949,Short Film (Live Action),So You Think You're Not Guilty,"Gordon Hollingshead, Producer",NO
1949,Short Film (Live Action),Spills and Chills,"Walton C. Ament, Producer",NO
1949,Short Film (Live Action),Water Trix,"Pete Smith, Producer",NO
1949,Short Film (Live Action),The Boy and the Eagle,"William Lasky, Producer",NO
1949,Short Film (Live Action),Chase of Death,"Irving Allen, Producer",NO
1949,Short Film (Live Action),The Grass Is Always Greener,"Gordon Hollingshead, Producer",NO
1949,Short Film (Live Action),Snow Carnival,"Gordon Hollingshead, Producer",NO
1949,Short Film (Live Action),Van Gogh,"Gaston Diehl and Robert Haessens, Producers",YES
1949,Sound,"Once More, My Darling","Universal-International Studio Sound Department, Leslie I. Carey, Sound Director",NO
1949,Sound,Sands of Iwo Jima,"Republic Studio Sound Department, Daniel J. Bloomberg, Sound Director",NO
1949,Sound,Twelve O'Clock High,"20th Century-Fox Studio Sound Department, Thomas T. Moulton, Sound Director",YES
1949,Writing,Come to the Stable,Clare Boothe Luce,NO
1949,Writing,It Happens Every Spring,"Shirley W. Smith, Valentine Davies",NO
1949,Writing,Sands of Iwo Jima,Harry Brown,NO
1949,Writing,The Stratton Story,Douglas Morrow,YES
1949,Writing,White Heat,Virginia Kellogg,NO
1949,Writing,All the King's Men,Robert Rossen,NO
1949,Writing,The Bicycle Thief,Cesare Zavattini,NO
1949,Writing,Champion,Carl Foreman,NO
1949,Writing,The Fallen Idol,Graham Greene,NO
1949,Writing,A Letter to Three Wives,Joseph L. Mankiewicz,YES
1949,Writing,Battleground,Robert Pirosh,YES
1949,Writing,Jolson Sings Again,Sidney Buchman,NO
1949,Writing,Paisan,"Alfred Hayes, Federico Fellini, Sergio Amidei, Marcello Pagliero, Roberto Rossellini",NO
1949,Writing,Passport to Pimlico,T. E. B. Clarke,NO
1949,Writing,The Quiet One,"Helen Levitt, Janice Loeb, Sidney Meyers",NO
1949,Honorary Award,To The Bicycle Thief - voted by the Academy Board of Governors as the most outstanding foreign language film released in the United States during 1949.,,YES
1949,Honorary Award,"To Bobby Driscoll, as the outstanding juvenile actor of 1949.",,YES
1949,Honorary Award,To Fred Astaire for his unique artistry and his contributions to the technique of musical pictures.,,YES
1949,Honorary Award,"To Cecil B. DeMille, distinguished motion picture pioneer, for 37 years of brilliant showmanship.",,YES
1949,Honorary Award,"To Jean Hersholt, for distinguished service to the motion picture industry.",,YES
1949,Scientific and Technical (Academy Award of Merit),To EASTMAN KODAK COMPANY for the development and introduction of an improved safety base motion picture film. [Film],,YES
1949,Scientific and Technical (Technical Achievement Award),"To LOREN L. RYDER, BRUCE H. DENNEY, ROBERT CARR and the PARAMOUNT STUDIO SOUND DEPARTMENT for the development and application of the supersonic playback and public address system. [Stage Operations]",,YES
1949,Scientific and Technical (Technical Achievement Award),To M. B. PAUL for the first successful large-area seamless translucent backgrounds. [Special Photographic],,YES
1949,Scientific and Technical (Technical Achievement Award),To HERBERT E. BRITT for the development and application of formulas and equipment producing artificial snow and ice for dressing motion picture sets. [Stage Operations],,YES
1949,Scientific and Technical (Technical Achievement Award),To ANDRE COUTANT and JACQUES MATHOT for the design of the Eclair camerette. [Camera],,YES
1949,Scientific and Technical (Technical Achievement Award),"To CHARLES R. DAILY, STEVE CSILLAG and the PARAMOUNT STUDIO ENGINEERING, EDITORIAL and MUSIC DEPARTMENTS for a new precision method of computing variable tempo click tracks. [Editorial]",,YES
1949,Scientific and Technical (Technical Achievement Award),To the INTERNATIONAL PROJECTOR CORPORATION for a simplified and self-adjusting take-up device for projection machines. [Projection],,YES
1949,Scientific and Technical (Technical Achievement Award),To ALEXANDER VELCOFF for the application to production of the infra-red photographic evaluator. [Photography],,YES
1949,Special Effects (archaic category),Mighty Joe Young,ARKO Productions,YES
1949,Special Effects (archaic category),Tulsa,Walter Wanger Pictures,NO
1948,Actor -- Leading Role,Lew Ayres,Johnny Belinda {'Dr. Robert Richardson'},NO
1948,Actor -- Leading Role,Montgomery Clift,The Search {'Ralph Stevenson'},NO
1948,Actor -- Leading Role,Dan Dailey,When My Baby Smiles at Me {'Skid'},NO
1948,Actor -- Leading Role,Laurence Olivier,Hamlet {'Hamlet'},YES
1948,Actor -- Leading Role,Clifton Webb,Sitting Pretty {'Lynn Belvedere'},NO
1948,Actor -- Supporting Role,Charles Bickford,Johnny Belinda {'Black McDonald'},NO
1948,Actor -- Supporting Role,Jos Ferrer,"Joan of Arc {'The Dauphin, Charles VIII'}",NO
1948,Actor -- Supporting Role,Oscar Homolka,I Remember Mama {'Uncle Chris'},NO
1948,Actor -- Supporting Role,Walter Huston,The Treasure of the Sierra Madre {'Howard'},YES
1948,Actor -- Supporting Role,Cecil Kellaway,The Luck of the Irish {'Horace'},NO
1948,Actress -- Leading Role,Ingrid Bergman,Joan of Arc {'Joan of Arc'},NO
1948,Actress -- Leading Role,Olivia de Havilland,The Snake Pit {'Virginia Stuart Cunningham'},NO
1948,Actress -- Leading Role,Irene Dunne,I Remember Mama {'Mama'},NO
1948,Actress -- Leading Role,Barbara Stanwyck,"Sorry, Wrong Number {'Leona Stevenson'}",NO
1948,Actress -- Leading Role,Jane Wyman,Johnny Belinda {'Belinda McDonald'},YES
1948,Actress -- Supporting Role,Barbara Bel Geddes,I Remember Mama {'Katrin'},NO
1948,Actress -- Supporting Role,Ellen Corby,I Remember Mama {'Aunt Trina'},NO
1948,Actress -- Supporting Role,Agnes Moorehead,Johnny Belinda {'Aggie McDonald'},NO
1948,Actress -- Supporting Role,Jean Simmons,Hamlet {'Ophelia'},NO
1948,Actress -- Supporting Role,Claire Trevor,Key Largo {'Gaye'},YES
1948,Acting (other),"To Ivan Jandl, for the outstanding juvenile performance of 1948, as Karel Malik"" in The Search.""",,YES
1948,Art Direction,Hamlet,Art Direction: Roger K. Furse; Set Decoration: Carmen Dillon,YES
1948,Art Direction,Johnny Belinda,Art Direction: Robert Haas; Set Decoration: William Wallace,NO
1948,Art Direction,Joan of Arc,"Art Direction: Richard Day; Set Decoration: Edwin Casey Roberts, Joseph Kish",NO
1948,Art Direction,The Red Shoes,Art Direction: Hein Heckroth; Set Decoration: Arthur Lawson,YES
1948,Cinematography,A Foreign Affair,"Charles B. Lang, Jr.",NO
1948,Cinematography,I Remember Mama,Nicholas Musuraca,NO
1948,Cinematography,Johnny Belinda,Ted McCord,NO
1948,Cinematography,The Naked City,William Daniels,YES
1948,Cinematography,Portrait of Jennie,Joseph August,NO
1948,Cinematography,Green Grass of Wyoming,Charles G. Clarke,NO
1948,Cinematography,Joan of Arc,"Joseph Valentine, William V. Skall, Winton Hoch",YES
1948,Cinematography,The Loves of Carmen,William Snyder,NO
1948,Cinematography,The Three Musketeers,Robert Planck,NO
1948,Costume Design,B. F.'s Daughter,Irene,NO
1948,Costume Design,Hamlet,Roger K. Furse,YES
1948,Costume Design,The Emperor Waltz,"Edith Head, Gile Steele",NO
1948,Costume Design,Joan of Arc,"Dorothy Jeakins, Karinska",YES
1948,Directing,Hamlet,Laurence Olivier,NO
1948,Directing,Johnny Belinda,Jean Negulesco,NO
1948,Directing,The Search,Fred Zinnemann,NO
1948,Directing,The Snake Pit,Anatole Litvak,NO
1948,Directing,The Treasure of the Sierra Madre,John Huston,YES
1948,Documentary (Feature),The Quiet One,"Janice Loeb, Producer",NO
1948,Documentary (Feature),The Secret Land,"Orville O. Dull, Producer",YES
1948,Documentary (Short Subject),Heart to Heart,"Herbert Morgan, Producer",NO
1948,Documentary (Short Subject),Operation Vittles,United States Army Air Force,NO
1948,Documentary (Short Subject),Toward Independence,United States Army,YES
1948,Film Editing,Joan of Arc,Frank Sullivan,NO
1948,Film Editing,Johnny Belinda,David Weisbart,NO
1948,Film Editing,The Naked City,Paul Weatherwax,YES
1948,Film Editing,Red River,Christian Nyby,NO
1948,Film Editing,The Red Shoes,Reginald Mills,NO
1948,Foreign Language Film,To Monsieur Vincent - voted by the Academy Board of Governors as the most outstanding foreign language film released in the United States during 1948.,,YES
1948,Music (Scoring),Hamlet,William Walton,NO
1948,Music (Scoring),Joan of Arc,Hugo Friedhofer,NO
1948,Music (Scoring),Johnny Belinda,Max Steiner,NO
1948,Music (Scoring),The Red Shoes,Brian Easdale,YES
1948,Music (Scoring),The Snake Pit,Alfred Newman,NO
1948,Music (Scoring),Easter Parade,"Johnny Green, Roger Edens",YES
1948,Music (Scoring),The Emperor Waltz,Victor Young,NO
1948,Music (Scoring),The Pirate,Lennie Hayton,NO
1948,Music (Scoring),Romance on the High Seas,Ray Heindorf,NO
1948,Music (Scoring),When My Baby Smiles at Me,Alfred Newman,NO
1948,Music (Song),The Paleface,Music and Lyrics by Jay Livingston and Ray Evans,YES
1948,Music (Song),Casbah,Music by Harold Arlen; Lyrics by Leo Robin,NO
1948,Music (Song),Romance on the High Seas,Music by Jule Styne; Lyrics by Sammy Cahn,NO
1948,Music (Song),That Lady in Ermine,Music by Frederick Hollander; Lyrics by Leo Robin,NO
1948,Music (Song),Wet Blanket Policy,Music and Lyrics by Ramey Idriss and George Tibbles,NO
1948,Best Picture,Hamlet,J. Arthur Rank-Two Cities Films,YES
1948,Best Picture,Johnny Belinda,Warner Bros.,NO
1948,Best Picture,The Red Shoes,J. Arthur Rank-Archers,NO
1948,Best Picture,The Snake Pit,20th Century-Fox,NO
1948,Best Picture,The Treasure of the Sierra Madre,Warner Bros.,NO
1948,Short Film (Animated),The Little Orphan,"Fred Quimby, Producer",YES
1948,Short Film (Animated),Mickey and the Seal,"Walt Disney, Producer",NO
1948,Short Film (Animated),Mouse Wreckers,"Edward Selzer, Producer",NO
1948,Short Film (Animated),Robin Hoodlum,United Productions of America,NO
1948,Short Film (Animated),Tea for Two Hundred,"Walt Disney, Producer",NO
1948,Short Film (Live Action),Annie Was a Wonder,"Herbert Moulton, Producer",NO
1948,Short Film (Live Action),Cinderella Horse,"Gordon Hollingshead, Producer",NO
1948,Short Film (Live Action),So You Want to Be on the Radio,"Gordon Hollingshead, Producer",NO
1948,Short Film (Live Action),Symphony of a City,"Edmund H. Reek, Producer",YES
1948,Short Film (Live Action),You Can't Win,"Pete Smith, Producer",NO
1948,Short Film (Live Action),Calgary Stampede,"Gordon Hollingshead, Producer",NO
1948,Short Film (Live Action),Going to Blazes,"Herbert Morgan, Producer",NO
1948,Short Film (Live Action),Samba-Mania,"Harry Grey, Producer",NO
1948,Short Film (Live Action),Seal Island,"Walt Disney, Producer",YES
1948,Short Film (Live Action),Snow Capers,"Thomas Mead, Producer",NO
1948,Sound,Johnny Belinda,"Warner Bros. Studio Sound Department, Col. Nathan O. Levinson, Sound Director",NO
1948,Sound,Moonrise,"Republic Studio Sound Department, Daniel J. Bloomberg, Sound Director",NO
1948,Sound,The Snake Pit,"20th Century-Fox Studio Sound Department, Thomas T. Moulton, Sound Director",YES
1948,Writing,Louisiana Story,"Frances Flaherty, Robert Flaherty",NO
1948,Writing,The Naked City,Malvin Wald,NO
1948,Writing,Red River,Borden Chase,NO
1948,Writing,The Red Shoes,Emeric Pressburger,NO
1948,Writing,The Search,"Richard Schweizer, David Wechsler",YES
1948,Writing,A Foreign Affair,"Charles Brackett, Billy Wilder, Richard L. Breen",NO
1948,Writing,Johnny Belinda,"Irmgard Von Cube, Allen Vincent",NO
1948,Writing,The Search,"Richard Schweizer, David Wechsler",NO
1948,Writing,The Snake Pit,"Frank Partos, Millen Brand",NO
1948,Writing,The Treasure of the Sierra Madre,John Huston,YES
1948,Honorary Award,To Monsieur Vincent - voted by the Academy Board of Governors as the most outstanding foreign language film released in the United States during 1948.,,YES
1948,Honorary Award,"To Ivan Jandl, for the outstanding juvenile performance of 1948, as Karel Malik"" in The Search.""",,YES
1948,Honorary Award,"To Sid Grauman, master showman, who raised the standard of exhibition of motion pictures.",,YES
1948,Honorary Award,"To Adolph Zukor, a man who has been called the father of the feature film in America, for his services to the industry over a period of forty years.",,YES
1948,Honorary Award,To Walter Wanger for distinguished service to the industry in adding to its moral stature in the world community by his production of the picture Joan of Arc.,,YES
1948,Honorary Award,To Jean Hersholt - in recognition of his service to the Academy during four terms as president.[NOTE: Presented on Jean Hersholt Night," June 26, 1949, at the Academy building.]",NO,*,,,,,
1948,Irving G. Thalberg Memorial Award,Jerry Wald,,YES
1948,Scientific and Technical (Scientific and Engineering Award),"To VICTOR CACCIALANZA, MAURICE AYERS and the PARAMOUNT STUDIO SET CONSTRUCTION DEPARTMENT for the development and application of Paralite", a new lightweight plaster process for set construction. [Props],NO,*,,,,,
1948,Scientific and Technical (Scientific and Engineering Award),"To NICK KALTEN, LOUIS J. WITTE and the 20TH CENTURY-FOX STUDIO MECHANICAL EFFECTS DEPARTMENT for a process of preserving and flame-proofing foliage. [Props]",,YES
1948,Scientific and Technical (Technical Achievement Award),"To MARTY MARTIN, JACK LANNON, RUSSELL SHEARMAN and the RKO RADIO STUDIO SPECIAL EFFECTS DEPARTMENT for the development of a new method of simulating falling snow on motion picture sets. [Stage Operations]",,YES
1948,Scientific and Technical (Technical Achievement Award),To A. J. MORAN and the WARNER BROS. STUDIO ELECTRICAL DEPARTMENT for a method of remote control for shutters on motion picture arc lighting equipment. [Lighting],,YES
1948,Special Effects (archaic category),Deep Waters,"Special Visual Effects by Ralph Hammeras, Fred Sersen, Edward Snyder; Special Audible Effects by Roger Heman",NO
1948,Special Effects (archaic category),Portrait of Jennie,"Special Visual Effects by Paul Eagler, J. McMillan Johnson, Russell Shearman, Clarence Slifer; Special Audible Effects by Charles Freeman, James G. Stewart",YES
