Year,Category,Nominee,Additional Info,Won?
1952,Short Film (Live Action),Light in the Window: The Art of Vermeer,"Boris Vermont, Producer",YES
1952,Short Film (Live Action),Neighbours,"Norman McLaren, Producer",NO
1952,Short Film (Live Action),Royal Scotland,Crown Film Unit,NO
1952,Short Film (Live Action),Bridge of Time,London Film Production,NO
1952,Short Film (Live Action),Devil Take Us,"Herbert Morgan, Producer",NO
1952,Short Film (Live Action),Thar She Blows!,"Gordon Hollingshead, Producer",NO
1952,Short Film (Live Action),Water Birds,"Walt Disney, Producer",YES
1952,Sound,Breaking the Sound Barrier,London Film Sound Department,YES
1952,Sound,Hans Christian Andersen,"Samuel Goldwyn Studio Sound Department, Gordon Sawyer, Sound Director",NO
1952,Sound,The Promoter,Pinewood Studios Sound Department,NO
1952,Sound,The Quiet Man,"Republic Studio Sound Department, Daniel J. Bloomberg, Sound Director",NO
1952,Sound,With a Song in My Heart,"20th Century-Fox Studio Sound Department, Thomas T. Moulton, Sound Director",NO
1952,Writing,The Greatest Show on Earth,"Fredric M. Frank, Theodore St. John, Frank Cavett",YES
1952,Writing,My Son John,Leo McCarey,NO
1952,Writing,The Narrow Margin,"Martin Goldsmith, Jack Leonard",NO
1952,Writing,The Pride of St. Louis,Guy Trosper,NO
1952,Writing,The Sniper,"Edna Anhalt, Edward Anhalt",NO
1952,Writing,The Bad and the Beautiful,Charles Schnee,YES
1952,Writing,Five Fingers,Michael Wilson,NO
1952,Writing,High Noon,Carl Foreman,NO
1952,Writing,The Man in the White Suit,"Roger MacDougall, John Dighton, Alexander Mackendrick",NO
1952,Writing,The Quiet Man,Frank S. Nugent,NO
1952,Writing,The Atomic City,Sydney Boehm,NO
1952,Writing,Breaking the Sound Barrier,Terence Rattigan,NO
1952,Writing,The Lavender Hill Mob,T. E. B. Clarke,YES
1952,Writing,Pat and Mike,"Ruth Gordon, Garson Kanin",NO
1952,Writing,Viva Zapata!,John Steinbeck,NO
1952,Honorary Award,Forbidden Games - Best Foreign Language Film first released in the United States during 1952.,,YES
1952,Honorary Award,To George Alfred Mitchell for the design and development of the camera which bears his name and for his continued and dominant presence in the field of cinematography.,,YES
1952,Honorary Award,To Joseph M. Schenck for long and distinguished service to the motion picture industry.,,YES
1952,Honorary Award,To Merian C. Cooper for his many innovations and contributions to the art of motion pictures.,,YES
1952,Honorary Award,"To Harold Lloyd, master comedian and good citizen.",,YES
1952,Honorary Award,"To Bob Hope for his contribution to the laughter of the world, his service to the motion picture industry, and his devotion to the American premise.",,YES
1952,Irving G. Thalberg Memorial Award,Cecil B. DeMille,,YES
1952,Scientific and Technical (Academy Award of Merit),To EASTMAN KODAK COMPANY for the introduction of Eastman color negative and Eastman color print film. [Film],,YES
1952,Scientific and Technical (Academy Award of Merit),To ANSCO FILM DIVISION OF GENERAL ANILINE AND FILM CORPORATION for the introduction of Ansco color negative and Ansco color print film. [Film],,YES
1952,Scientific and Technical (Scientific and Engineering Award),To TECHNICOLOR MOTION PICTURE CORPORATION for an improved method of color motion picture photography under incandescent light. [Photography],,YES
1952,Scientific and Technical (Technical Achievement Award),"To the PROJECTION, STILL PHOTOGRAPHIC and DEVELOPMENT ENGINEERING DEPARTMENTS of METRO-GOLDWYN-MAYER STUDIO for an improved method of projecting photographic backgrounds. [Special Photographic]",,YES
1952,Scientific and Technical (Technical Achievement Award),To JOHN G. FRAYNE and R. R. SCOVILLE and WESTREX CORPORATION for a method of measuring distortion in sound reproduction. [Sound],,YES
1952,Scientific and Technical (Technical Achievement Award),To PHOTO RESEARCH CORPORATION for creating the Spectra color temperature meter. [Photography],,YES
1952,Scientific and Technical (Technical Achievement Award),To GUSTAV JIROUCH for the design of the Robot automatic film splicer. [Editorial],,YES
1952,Scientific and Technical (Technical Achievement Award),To CARLOS RIVAS of Metro-Goldwyn-Mayer Studio for the development of a sound reproducer for magnetic film. [Sound],,YES
1952,Special Effects (archaic category),Plymouth Adventure,Metro-Goldwyn-Mayer,YES
1951,Actor -- Leading Role,Humphrey Bogart,The African Queen {'Charlie Allnut'},YES
1951,Actor -- Leading Role,Marlon Brando,A Streetcar Named Desire {'Stanley Kowalski'},NO
1951,Actor -- Leading Role,Montgomery Clift,A Place in the Sun {'George Eastman'},NO
1951,Actor -- Leading Role,Arthur Kennedy,Bright Victory {'Larry Levins'},NO
1951,Actor -- Leading Role,Fredric March,Death of a Salesman {'Willy Loman'},NO
1951,Actor -- Supporting Role,Leo Genn,Quo Vadis {'Petronius'},NO
1951,Actor -- Supporting Role,Kevin McCarthy,Death of a Salesman {'Biff Loman'},NO
1951,Actor -- Supporting Role,Karl Malden,A Streetcar Named Desire {'Mitch'},YES
1951,Actor -- Supporting Role,Peter Ustinov,Quo Vadis {'Nero'},NO
1951,Actor -- Supporting Role,Gig Young,Come Fill the Cup {'Boyd Copeland'},NO
1951,Actress -- Leading Role,Katharine Hepburn,The African Queen {'Rose Sayer'},NO
1951,Actress -- Leading Role,Vivien Leigh,A Streetcar Named Desire {'Blanche DuBois'},YES
1951,Actress -- Leading Role,Eleanor Parker,Detective Story {'Mary McLeod'},NO
1951,Actress -- Leading Role,Shelley Winters,A Place in the Sun {'Alice Tripp'},NO
1951,Actress -- Leading Role,Jane Wyman,The Blue Veil {'Louise Mason'},NO
1951,Actress -- Supporting Role,Joan Blondell,The Blue Veil {'Annie Rawlins'},NO
1951,Actress -- Supporting Role,Mildred Dunnock,Death of a Salesman {'Linda Loman'},NO
1951,Actress -- Supporting Role,Lee Grant,Detective Story {'A Shoplifter'},NO
1951,Actress -- Supporting Role,Kim Hunter,A Streetcar Named Desire {'Stella Kowalski'},YES
1951,Actress -- Supporting Role,Thelma Ritter,The Mating Season {'Ellen McNulty'},NO
1951,Art Direction,Fourteen Hours,"Art Direction: Lyle Wheeler, Leland Fuller; Set Decoration: Thomas Little, Fred J. Rode",NO
1951,Art Direction,House on Telegraph Hill,"Art Direction: Lyle Wheeler, John DeCuir; Set Decoration: Thomas Little, Paul S. Fox",NO
1951,Art Direction,La Ronde,D'Eaubonne,NO
1951,Art Direction,A Streetcar Named Desire,Art Direction: Richard Day; Set Decoration: George James Hopkins,YES
1951,Art Direction,Too Young to Kiss,"Art Direction: Cedric Gibbons, Paul Groesse; Set Decoration: Edwin B. Willis, Jack D. Moore",NO
1951,Art Direction,An American in Paris,"Art Direction: Cedric Gibbons, Preston Ames; Set Decoration: Edwin B. Willis, Keogh Gleason",YES
1951,Art Direction,David and Bathsheba,"Art Direction: Lyle Wheeler, George Davis; Set Decoration: Thomas Little, Paul S. Fox",NO
1951,Art Direction,On the Riviera,"Art Direction: Lyle Wheeler, Leland Fuller; Musical Settings: Joseph C. Wright; Set Decoration: Thomas Little, Walter M. Scott",NO
1951,Art Direction,Quo Vadis,"Art Direction: William A. Horning, Cedric Gibbons, Edward Carfagno; Set Decoration: Hugh Hunt",NO
1951,Art Direction,Tales of Hoffmann,Hein Heckroth,NO
1951,Cinematography,Death of a Salesman,Frank Planer,NO
1951,Cinematography,The Frogmen,Norbert Brodine,NO
1951,Cinematography,A Place in the Sun,William C. Mellor,YES
1951,Cinematography,Strangers on a Train,Robert Burks,NO
1951,Cinematography,A Streetcar Named Desire,Harry Stradling,NO
1951,Cinematography,An American in Paris,Alfred Gilks; Ballet Photography by John Alton,YES
1951,Cinematography,David and Bathsheba,Leon Shamroy,NO
1951,Cinematography,Quo Vadis,"Robert Surtees, William V. Skall",NO
1951,Cinematography,Show Boat,Charles Rosher,NO
1951,Cinematography,When Worlds Collide,"John F. Seitz, W. Howard Greene",NO
1951,Costume Design,Kind Lady,"Walter Plunkett, Gile Steele",NO
1951,Costume Design,The Model and the Marriage Broker,"Charles LeMaire, Renie",NO
1951,Costume Design,The Mudlark,"Edward Stevenson, Margaret Furse",NO
1951,Costume Design,A Place in the Sun,Edith Head,YES
1951,Costume Design,A Streetcar Named Desire,Lucinda Ballard,NO
1951,Costume Design,An American in Paris,"Orry-Kelly, Walter Plunkett, Irene Sharaff",YES
1951,Costume Design,David and Bathsheba,"Charles LeMaire, Edward Stevenson",NO
1951,Costume Design,The Great Caruso,"Helen Rose, Gile Steele",NO
1951,Costume Design,Quo Vadis,Herschel McCoy,NO
1951,Costume Design,Tales of Hoffmann,Hein Heckroth,NO
1951,Directing,The African Queen,John Huston,NO
1951,Directing,An American in Paris,Vincente Minnelli,NO
1951,Directing,Detective Story,William Wyler,NO
1951,Directing,A Place in the Sun,George Stevens,YES
1951,Directing,A Streetcar Named Desire,Elia Kazan,NO
1951,Documentary (Feature),I Was a Communist for the F.B.I.,"Bryan Foy, Producer",NO
1951,Documentary (Feature),Kon-Tiki,"Olle Nordemar, Producer",YES
1951,Documentary (Short Subject),Benjy,'Made by Fred Zinnemann with the cooperation of Paramount Pictures Corporation for the Los Angeles Orthopaedic Hospital',YES
1951,Documentary (Short Subject),One Who Came Back,"Owen Crump, Producer. (Film sponsored by the Disabled American Veterans, in cooperation with the United States Department of Defense and the Association of Motion Picture Producers)",NO
1951,Documentary (Short Subject),The Seeing Eye,"Gordon Hollingshead, Producer",NO
1951,Film Editing,An American in Paris,Adrienne Fazan,NO
1951,Film Editing,Decision before Dawn,Dorothy Spencer,NO
1951,Film Editing,A Place in the Sun,William Hornbeck,YES
1951,Film Editing,Quo Vadis,Ralph E. Winters,NO
1951,Film Editing,The Well,Chester Schaeffer,NO
1951,Foreign Language Film,To Rashomon - voted by the Board of Governors as the most outstanding foreign language film released in the United States during 1951.,,YES
1951,Music (Scoring),David and Bathsheba,Alfred Newman,NO
1951,Music (Scoring),Death of a Salesman,Alex North,NO
1951,Music (Scoring),A Place in the Sun,Franz Waxman,YES
1951,Music (Scoring),Quo Vadis,Miklos Rozsa,NO
1951,Music (Scoring),A Streetcar Named Desire,Alex North,NO
1951,Music (Scoring),Alice in Wonderland,Oliver Wallace,NO
1951,Music (Scoring),An American in Paris,"Johnny Green, Saul Chaplin",YES
1951,Music (Scoring),The Great Caruso,"Peter Herman Adler, Johnny Green",NO
1951,Music (Scoring),On the Riviera,Alfred Newman,NO
1951,Music (Scoring),Show Boat,"Adolph Deutsch, Conrad Salinger",NO
1951,Music (Song),Here Comes the Groom,Music by Hoagy Carmichael; Lyrics by Johnny Mercer,YES
1951,Music (Song),The Strip,"Music and Lyrics by Bert Kalmar, Harry Ruby and Oscar Hammerstein II",NO
1951,Music (Song),Golden Girl,Music by Lionel Newman; Lyrics by Eliot Daniel,NO
1951,Music (Song),Royal Wedding,Music by Burton Lane; Lyrics by Alan Jay Lerner,NO
1951,Music (Song),"Rich, Young and Pretty",Music by Nicholas Brodszky; Lyrics by Sammy Cahn,NO
1951,Best Picture,An American in Paris,"Arthur Freed, Producer",YES
1951,Best Picture,Decision before Dawn,"Anatole Litvak and Frank McCarthy, Producers",NO
1951,Best Picture,A Place in the Sun,"George Stevens, Producer",NO
1951,Best Picture,Quo Vadis,"Sam Zimbalist, Producer",NO
1951,Best Picture,A Streetcar Named Desire,"Charles K. Feldman, Producer",NO
1951,Short Film (Animated),"Lambert, the Sheepish Lion","Walt Disney, Producer",NO
1951,Short Film (Animated),Rooty Toot Toot,"Stephen Bosustow, Producer",NO
1951,Short Film (Animated),The Two Mouseketeers,"Fred Quimby, Producer",YES
1951,Short Film (Live Action),Ridin' the Rails,"Jack Eaton, Producer",NO
1951,Short Film (Live Action),The Story of Time,"Robert G. Leffingwell, Producer",NO
1951,Short Film (Live Action),World of Kids,"Robert Youngson, Producer",YES
1951,Short Film (Live Action),Balzac,Les Films du Compass,NO
1951,Short Film (Live Action),Danger under the Sea,"Tom Mead, Producer",NO
1951,Short Film (Live Action),Nature's Half Acre,"Walt Disney, Producer",YES
1951,Sound,Bright Victory,"Universal-International Studio Sound Department, Leslie I. Carey, Sound Director",NO
1951,Sound,The Great Caruso,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",YES
1951,Sound,I Want You,"Samuel Goldwyn Studio Sound Department, Gordon Sawyer, Sound Director",NO
1951,Sound,A Streetcar Named Desire,"Warner Bros. Studio Sound Department, Col. Nathan Levinson, Sound Director",NO
1951,Sound,Two Tickets to Broadway,"RKO Radio Studio Sound Department, John O. Aalberg, Sound Director",NO
1951,Writing,Bullfighter and the Lady,"Budd Boetticher, Ray Nazarro",NO
1951,Writing,The Frogmen,Oscar Millard,NO
1951,Writing,Here Comes the Groom,"Robert Riskin, Liam O'Brien",NO
1951,Writing,Seven Days to Noon,"Paul Dehn, James Bernard",YES
1951,Writing,Teresa,"Alfred Hayes, Stewart Stern",NO
1951,Writing,The African Queen,"James Agee, John Huston",NO
1951,Writing,Detective Story,"Philip Yordan, Robert Wyler",NO
1951,Writing,La Ronde,"Max Ophuls, Jacques Natanson",NO
1951,Writing,A Place in the Sun,"Michael Wilson, Harry Brown",YES
1951,Writing,A Streetcar Named Desire,Tennessee Williams,NO
1951,Writing,An American in Paris,Alan Jay Lerner,YES
1951,Writing,The Big Carnival,"Billy Wilder, Lesser Samuels, Walter Newman",NO
1951,Writing,David and Bathsheba,Philip Dunne,NO
1951,Writing,Go for Broke!,Robert Pirosh,NO
1951,Writing,The Well,"Clarence Greene, Russell Rouse",NO
1951,Honorary Award,To Rashomon - voted by the Board of Governors as the most outstanding foreign language film released in the United States during 1951.,,YES
1951,Honorary Award,"To Gene Kelly in appreciation of his versatility as an actor, singer, director and dancer, and specifically for his brilliant achievements in the art of choreography on film.",,YES
1951,Irving G. Thalberg Memorial Award,Arthur Freed,,YES
1951,Scientific and Technical (Scientific and Engineering Award),"To GORDON JENNINGS, S. L. STANCLIFFE and the PARAMOUNT STUDIO SPECIAL PHOTOGRAPHIC and ENGINEERING DEPARTMENTS for the design, construction and application of a servo-operated recording and repeating device. [Special Photographic]",,YES
1951,Scientific and Technical (Scientific and Engineering Award),"To OLIN L. DUPY of Metro-Goldwyn-Mayer Studio for the design, construction and application of a motion picture reproducing system. [Special Photographic]",,YES
1951,Scientific and Technical (Scientific and Engineering Award),"To RADIO CORPORATION OF AMERICA, VICTOR DIVISION, for pioneering direct positive recording with anticipatory noise reduction. [Sound]",,YES
1951,Scientific and Technical (Technical Achievement Award),"To RICHARD M. HAFF, FRANK P. HERRNFELD, GARLAND C. MISENER and the ANSCO FILM DIVISION OF GENERAL ANILINE AND FILM CORPORATION for the development of the Ansco color scene tester. [Laboratory]",,YES
1951,Scientific and Technical (Technical Achievement Award),"To FRED PONEDEL, RALPH AYRES and GEORGE BROWN of Warner Bros. Studio for an air-driven water motor to provide flow, wake and white water for marine sequences in motion pictures. [Stage Operations]",,YES
1951,Scientific and Technical (Technical Achievement Award),To GLEN ROBINSON and the METRO-GOLDWYN-MAYER STUDIO CONSTRUCTION DEPARTMENT for the development of a new music wire and cable cutter. [Stage Operations],,YES
1951,Scientific and Technical (Technical Achievement Award),To JACK GAYLORD and the METRO-GOLDWYN-MAYER STUDIO CONSTRUCTION DEPARTMENT for the development of balsa falling snow. [Stage Operations],,YES
1951,Scientific and Technical (Technical Achievement Award),To CARLOS RIVAS of Metro-Goldwyn-Mayer Studio for the development of an automatic magnetic film splicer. [Editorial],,YES
1951,Special Effects (archaic category),When Worlds Collide,Paramount,YES
1950,Actor -- Leading Role,Louis Calhern,The Magnificent Yankee {'Oliver Wendell Holmes'},NO
1950,Actor -- Leading Role,Jos Ferrer,Cyrano de Bergerac {'Cyrano de Bergerac'},YES
1950,Actor -- Leading Role,William Holden,Sunset Blvd. {'Joe Gillis'},NO
1950,Actor -- Leading Role,James Stewart,Harvey {'Elwood P. Dowd'},NO
1950,Actor -- Leading Role,Spencer Tracy,Father of the Bride {'Stanley T. Banks'},NO
1950,Actor -- Supporting Role,Jeff Chandler,Broken Arrow {'Cochise'},NO
1950,Actor -- Supporting Role,Edmund Gwenn,Mister 880 {'Skipper Miller'},NO
1950,Actor -- Supporting Role,Sam Jaffe,The Asphalt Jungle {'Dr. Erwin Riedenschneider'},NO
1950,Actor -- Supporting Role,George Sanders,All about Eve {'Addison De Witt'},YES
1950,Actor -- Supporting Role,Erich von Stroheim,Sunset Blvd. {'Max Von Mayerling'},NO
1950,Actress -- Leading Role,Anne Baxter,All about Eve {'Eve Harrington'},NO
1950,Actress -- Leading Role,Bette Davis,All about Eve {'Margo Channing'},NO
1950,Actress -- Leading Role,Judy Holliday,Born Yesterday {'Billie Dawn'},YES
1950,Actress -- Leading Role,Eleanor Parker,Caged {'Marie Allen'},NO
1950,Actress -- Leading Role,Gloria Swanson,Sunset Blvd. {'Norma Desmond'},NO
1950,Actress -- Supporting Role,Hope Emerson,Caged {'Evelyn Harper'},NO
1950,Actress -- Supporting Role,Celeste Holm,All about Eve {'Karen Richards'},NO
1950,Actress -- Supporting Role,Josephine Hull,Harvey {'Veta Louise Simmons'},YES
1950,Actress -- Supporting Role,Nancy Olson,Sunset Blvd. {'Betty Schaefer'},NO
1950,Actress -- Supporting Role,Thelma Ritter,All about Eve {'Birdie'},NO
1950,Art Direction,All about Eve,"Art Direction: Lyle Wheeler, George W. Davis; Set Decoration: Thomas Little, Walter M. Scott",NO
1950,Art Direction,The Red Danube,"Art Direction: Cedric Gibbons, Hans Peters; Set Decoration: Edwin B. Willis, Hugh Hunt",NO
1950,Art Direction,Sunset Blvd.,"Art Direction: Hans Dreier, John Meehan; Set Decoration: Sam Comer, Ray Moyer",YES
1950,Art Direction,Annie Get Your Gun,"Art Direction: Cedric Gibbons, Paul Groesse; Set Decoration: Edwin B. Willis, Richard A. Pefferle",NO
1950,Art Direction,Destination Moon,Art Direction: Ernst Fegte; Set Decoration: George Sawley,NO
1950,Art Direction,Samson and Delilah,"Art Direction: Hans Dreier, Walter Tyler; Set Decoration: Sam Comer, Ray Moyer",YES
1950,Cinematography,All about Eve,Milton Krasner,NO
1950,Cinematography,The Asphalt Jungle,Harold Rosson,NO
1950,Cinematography,The Furies,Victor Milner,NO
1950,Cinematography,Sunset Blvd.,John F. Seitz,NO
1950,Cinematography,The Third Man,Robert Krasker,YES
1950,Cinematography,Annie Get Your Gun,Charles Rosher,NO
1950,Cinematography,Broken Arrow,Ernest Palmer,NO
1950,Cinematography,The Flame and the Arrow,Ernest Haller,NO
1950,Cinematography,King Solomon's Mines,Robert Surtees,YES
1950,Cinematography,Samson and Delilah,George Barnes,NO
1950,Costume Design,All about Eve,"Edith Head, Charles LeMaire",YES
1950,Costume Design,Born Yesterday,Jean Louis,NO
1950,Costume Design,The Magnificent Yankee,Walter Plunkett,NO
1950,Costume Design,The Black Rose,Michael Whittaker,NO
1950,Costume Design,Samson and Delilah,"Edith Head, Dorothy Jeakins, Elois Jenssen, Gile Steele, Gwen Wakeling",YES
1950,Costume Design,That Forsyte Woman,"Walter Plunkett, Valles",NO
1950,Directing,All about Eve,Joseph L. Mankiewicz,YES
1950,Directing,The Asphalt Jungle,John Huston,NO
1950,Directing,Born Yesterday,George Cukor,NO
1950,Directing,Sunset Blvd.,Billy Wilder,NO
1950,Directing,The Third Man,Carol Reed,NO
1950,Documentary (Feature),The Titan: Story of Michelangelo,"Robert Snyder, Producer",YES
1950,Documentary (Feature),With These Hands,"Jack Arnold and Lee Goodman, Producers",NO
1950,Documentary (Short Subject),The Fight: Science against Cancer,"Guy Glover, Producer",NO
1950,Documentary (Short Subject),The Stairs,"Film Documents, Inc.",NO
1950,Documentary (Short Subject),Why Korea?,"Edmund Reek, Producer",YES
1950,Film Editing,All about Eve,Barbara McLean,NO
1950,Film Editing,Annie Get Your Gun,James E. Newcom,NO
1950,Film Editing,King Solomon's Mines,"Ralph E. Winters, Conrad A. Nervig",YES
1950,Film Editing,Sunset Blvd.,"Arthur Schmidt, Doane Harrison",NO
1950,Film Editing,The Third Man,Oswald Hafenrichter,NO
1950,Foreign Language Film,To The Walls of Malapaga - voted by the Board of Governors as the most outstanding foreign language film released in the United States in 1950.,,YES
1950,Music (Scoring),All about Eve,Alfred Newman,NO
1950,Music (Scoring),The Flame and the Arrow,Max Steiner,NO
1950,Music (Scoring),No Sad Songs for Me,George Duning,NO
1950,Music (Scoring),Samson and Delilah,Victor Young,NO
1950,Music (Scoring),Sunset Blvd.,Franz Waxman,YES
1950,Music (Scoring),Annie Get Your Gun,"Adolph Deutsch, Roger Edens",YES
1950,Music (Scoring),Cinderella,"Oliver Wallace, Paul J. Smith",NO
1950,Music (Scoring),I'll Get By,Lionel Newman,NO
1950,Music (Scoring),Three Little Words,Andre Previn,NO
1950,Music (Scoring),The West Point Story,Ray Heindorf,NO
1950,Music (Song),The Toast of New Orleans,Music by Nicholas Brodszky; Lyrics by Sammy Cahn,NO
1950,Music (Song),Cinderella,"Music and Lyrics by Mack David, Al Hoffman and Jerry Livingston",NO
1950,Music (Song),"Captain Carey, U.S.A.",Music and Lyrics by Ray Evans and Jay Livingston,YES
1950,Music (Song),Singing Guns,"Music and Lyrics by Fred Glickman, Hy Heath and Johnny Lange",NO
1950,Music (Song),Wabash Avenue,Music by Josef Myrow; Lyrics by Mack Gordon,NO
1950,Best Picture,All about Eve,20th Century-Fox,YES
1950,Best Picture,Born Yesterday,Columbia,NO
1950,Best Picture,Father of the Bride,Metro-Goldwyn-Mayer,NO
1950,Best Picture,King Solomon's Mines,Metro-Goldwyn-Mayer,NO
1950,Best Picture,Sunset Blvd.,Paramount,NO
1950,Short Film (Animated),Gerald McBoing-Boing,"Stephen Bosustow, Producer",YES
1950,Short Film (Animated),Jerry's Cousin,"Fred Quimby, Producer",NO
1950,Short Film (Animated),Trouble Indemnity,"Stephen Bosustow, Producer",NO
1950,Short Film (Live Action),Blaze Busters,"Robert Youngson, Producer",NO
1950,Short Film (Live Action),Grandad of Races,"Gordon Hollingshead, Producer",YES
1950,Short Film (Live Action),Wrong Way Butch,"Pete Smith, Producer",NO
1950,Short Film (Live Action),Grandma Moses,"Falcon Films, Inc.",NO
1950,Short Film (Live Action),In Beaver Valley,"Walt Disney, Producer",YES
1950,Short Film (Live Action),My Country 'Tis of Thee,"Gordon Hollingshead, Producer",NO
1950,Sound,All about Eve,"20th Century-Fox Studio Sound Department, Thomas T. Moulton, Sound Director",YES
1950,Sound,Cinderella,"Walt Disney Studio Sound Department, C. O. Slyfield, Sound Director",NO
1950,Sound,Louisa,"Universal-International Studio Sound Department, Leslie I. Carey, Sound Director",NO
1950,Sound,Our Very Own,"Samuel Goldwyn Studio Sound Department, Gordon Sawyer, Sound Director",NO
1950,Sound,Trio,"Pinewood Studio Sound Department, Cyril Crowhurst, Sound Director",NO
1950,Writing,Bitter Rice,"Giuseppe De Santis, Carlo Lizzani",NO
1950,Writing,The Gunfighter,"William Bowers, Andre de Toth",NO
1950,Writing,Mystery Street,Leonard Spigelgass,NO
1950,Writing,Panic in the Streets,"Edna Anhalt, Edward Anhalt",YES
1950,Writing,When Willie Comes Marching Home,Sy Gomberg,NO
1950,Writing,All about Eve,Joseph L. Mankiewicz,YES
1950,Writing,The Asphalt Jungle,"Ben Maddow, John Huston",NO
1950,Writing,Born Yesterday,Albert Mannheimer,NO
1950,Writing,Broken Arrow,Albert Maltz,NO
1950,Writing,Father of the Bride,"Frances Goodrich, Albert Hackett",NO
1950,Writing,Adam's Rib,"Ruth Gordon, Garson Kanin",NO
1950,Writing,Caged,"Virginia Kellogg, Bernard C. Schoenfeld",NO
1950,Writing,The Men,Carl Foreman,NO
1950,Writing,No Way Out,"Joseph L. Mankiewicz, Lesser Samuels",NO
1950,Writing,Sunset Blvd.,"Charles Brackett, Billy Wilder, D. M. Marshman, Jr.",YES
1950,Honorary Award,To The Walls of Malapaga - voted by the Board of Governors as the most outstanding foreign language film released in the United States in 1950.,,YES
1950,Honorary Award,To George Murphy for his services in interpreting the film industry to the country at large.,,YES
1950,Honorary Award,To Louis B. Mayer for distinguished service to the motion picture industry.,,YES
1950,Irving G. Thalberg Memorial Award,Darryl F. Zanuck,,YES
1950,Scientific and Technical (Scientific and Engineering Award),To JAMES B. GORDON and the 20TH CENTURY-FOX STUDIO CAMERA DEPARTMENT for the design and development of a multiple image film viewer. [Laboratory],,YES
1950,Scientific and Technical (Scientific and Engineering Award),"To JOHN PAUL LIVADARY, FLOYD CAMPBELL, L. W. RUSSELL and the COLUMBIA STUDIO SOUND DEPARTMENT for the development of a multi-track magnetic re-recording system. [Sound]",,YES
1950,Scientific and Technical (Scientific and Engineering Award),To LOREN L. RYDER and the PARAMOUNT STUDIO SOUND DEPARTMENT for the first studio-wide application of magnetic sound recording to motion picture production. [Sound],,YES
1950,Special Effects (archaic category),Destination Moon,George Pal Productions,YES
1950,Special Effects (archaic category),Samson and Delilah,Cecil B. DeMille Productions,NO
1949,Actor -- Leading Role,Broderick Crawford,All the King's Men {'Willie Stark'},YES
1949,Actor -- Leading Role,Kirk Douglas,Champion {'Midge Kelly'},NO
1949,Actor -- Leading Role,Gregory Peck,Twelve O'Clock High {'General Savage'},NO
1949,Actor -- Leading Role,Richard Todd,The Hasty Heart {'Lachie'},NO
1949,Actor -- Leading Role,John Wayne,Sands of Iwo Jima {'Sergeant John M. Stryker'},NO
1949,Actor -- Supporting Role,John Ireland,All the King's Men {'Jack Burden'},NO
1949,Actor -- Supporting Role,Dean Jagger,Twelve O'Clock High {'Major Stovall'},YES
1949,Actor -- Supporting Role,Arthur Kennedy,Champion {'Connie Kelly'},NO
1949,Actor -- Supporting Role,Ralph Richardson,The Heiress {'Dr. Austin Sloper'},NO
1949,Actor -- Supporting Role,James Whitmore,Battleground {'Kinnie'},NO
1949,Actress -- Leading Role,Jeanne Crain,Pinky {'Pinky'},NO
1949,Actress -- Leading Role,Olivia de Havilland,The Heiress {'Catherine Sloper'},YES
1949,Actress -- Leading Role,Susan Hayward,My Foolish Heart {'Eloise Winters'},NO
1949,Actress -- Leading Role,Deborah Kerr,"Edward, My Son {'Evelyn Boult'}",NO
1949,Actress -- Leading Role,Loretta Young,Come to the Stable {'Sister Margaret'},NO
1949,Actress -- Supporting Role,Ethel Barrymore,Pinky {'Miss Em'},NO
1949,Actress -- Supporting Role,Celeste Holm,Come to the Stable {'Sister Scholastica'},NO
1949,Actress -- Supporting Role,Elsa Lanchester,Come to the Stable {'Miss Potts'},NO
1949,Actress -- Supporting Role,Mercedes McCambridge,All the King's Men {'Sadie Burke'},YES
1949,Actress -- Supporting Role,Ethel Waters,Pinky {'Granny'},NO
1949,Acting (other),"To Bobby Driscoll, as the outstanding juvenile actor of 1949.",,YES
1949,Art Direction,Come to the Stable,"Art Direction: Lyle Wheeler, Joseph C. Wright; Set Decoration: Thomas Little, Paul S. Fox",NO
1949,Art Direction,The Heiress,"Art Direction: Harry Horner, John Meehan; Set Decoration: Emile Kuri",YES
1949,Art Direction,Madame Bovary,"Art Direction: Cedric Gibbons, Jack Martin Smith; Set Decoration: Edwin B. Willis, Richard A. Pefferle",NO
1949,Art Direction,The Adventures of Don Juan,Art Direction: Edward Carrere; Set Decoration: Lyle Reifsnider,NO
1949,Art Direction,Little Women,"Art Direction: Cedric Gibbons, Paul Groesse; Set Decoration: Edwin B. Willis, Jack D. Moore",YES
1949,Art Direction,Saraband,"Art Direction: Jim Morahan, William Kellner, Michael Relph",NO
1949,Cinematography,Battleground,Paul C. Vogel,YES
1949,Cinematography,Champion,Frank Planer,NO
1949,Cinematography,Come to the Stable,Joseph LaShelle,NO
1949,Cinematography,The Heiress,Leo Tover,NO
1949,Cinematography,Prince of Foxes,Leon Shamroy,NO
1949,Cinematography,The Barkleys of Broadway,Harry Stradling,NO
1949,Cinematography,Jolson Sings Again,William Snyder,NO
1949,Cinematography,Little Women,"Robert Planck, Charles Schoenbaum",NO
1949,Cinematography,Sand,Charles G. Clarke,NO
1949,Cinematography,She Wore a Yellow Ribbon,Winton Hoch,YES
1949,Costume Design,The Heiress,"Edith Head, Gile Steele",YES
